name,id,cur_rank,prev_rank,world,dc,points,portrait,tier,wins,job
Flara Youkai,7680844,83,100,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Mad Clown,43182617,84,55,Odin,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,20,MNK
Yooha Xin,14943095,84,55,Lich,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,20,MCH
Sefiria Satara,486374,86,57,Twintania,Light,100,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,19,RDM
Tiki Manakete,23074129,86,0,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Korentijn Woodwynn,31824240,88,0,Twintania,Light,0,b06f5306d2ef59fb67e4bfd66bef3156_c33f640c0cdd35f7def85b8aa31a0007fc0_96x96.jpg?1657186838,Crystal,0,WAR
Finya Belmondo,12685428,89,0,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Enu Rhel,8202850,90,0,Phoenix,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Makima Miyamoto,37152198,91,0,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RPR
Elunia Arlana,21543001,92,0,Lich,Light,100,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,13,BLM
Nana Doll,7863403,93,79,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Demon Storm,9034463,94,64,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Japanese Goblin,43422706,95,0,Phoenix,Light,99,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,24,NIN
Rusty's Sock,43099280,96,12,Zodiark,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MCH
Maja Eruyt,3653793,97,15,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DNC
Veska Hayle,36529731,98,44,Odin,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RPR
Senna Satara,23176811,99,69,Twintania,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SAM
Myrilae Fyriun,16112151,100,67,Lich,Light,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MIN
Accelerator Xiv,1058666,1,0,Masamune,Mana,0,08f441a7cc3b927d28faf90a07168acd_134930215abb8a90ec37d6cc05b05e08fc0_96x96.jpg?1657184093,Crystal,0,BLM
Punch Man,43182363,2,6,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,MNK
Stygianflame Phoenix,24507418,3,14,Titan,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Mame Poporu,22836070,4,7,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Hoshiumi Korai,26291618,5,25,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Syun Shun,31299536,6,55,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Karin T'ouo,21099331,7,0,Masamune,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,RDM
Ciara Harris,18217850,8,41,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Emil Sarasun,7191072,9,3,Asura,Mana,889,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,30,DRG
Charge Rifle,37934864,10,56,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRK
Matsuba Yuki,40653964,11,0,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WHM
Eternal Inferno,16945077,12,23,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,GNB
Jaja Kisaragi,29206317,13,42,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Luna Quolche,20658719,14,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Niu Ma,41203672,15,37,Titan,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DNC
Asa Iruyo,21612766,16,19,Masamune,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Bayonetta Befana,7811683,17,0,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MNK
Ackey Lucerna,17417364,18,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MNK
Tsubomi Mada,20819484,19,49,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,GNB
Lia Ainsel,8912833,20,9,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Choco Spicy,16742957,21,63,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RDM
Oriental Art,1070191,22,77,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SGE
Tiroru Choko,13472093,23,10,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,GNB
Snowy Lava,17712213,24,29,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BLM
Hamo Nicky,18909290,25,45,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Chie Ry,7889245,26,34,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Kappi Scarlet,11922639,27,30,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Mary Failnaught,5891165,28,32,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SAM
Pyo Gomi,3923676,29,4,Ixion,Mana,498,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,20,RDM
Cuina Lycoris,7165110,30,40,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Asaki Yume,32368119,31,16,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,PLD
Shin Nigo,3215858,32,43,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,GNB
Liz Crescent,21449538,33,74,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,NIN
Flame Lieutenant,26871809,34,62,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Moon Knight,27482437,34,18,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Ciel Skogkatter,1575843,36,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Se Shikan,28199845,37,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Ace Pu,24515644,38,14,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Nocturnal Sect,24997554,39,0,Asura,Mana,402,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,17,NIN
Aria Noel,1030539,40,8,Anima,Mana,400,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,19,DNC
Minel Lulu,2404288,41,0,Titan,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SCH
Yulia Argyll,12282717,42,0,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,CRP
Kemo Lazulite,9609537,43,17,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WHM
Grampus Sea,2448151,44,13,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Low Westallis,20396916,45,0,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Rose Velmot,16665806,46,84,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,SMN
Konegai Konegai,3277232,47,83,Masamune,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,GNB
Yuzuki Ponzu,7439757,48,53,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,BRD
Emk Emry,15425951,49,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Shina Kaede,22770809,50,0,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DNC
Reifa Hikari,33922876,51,36,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,DRG
Gomamada Alle,18523079,52,2,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SCH
Usa Poyo,29334425,53,0,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,PLD
Ciel Vide,1225533,54,24,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,SGE
Luna Skywoods,19947730,55,11,Pandaemonium,Mana,301,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,35,DNC
Neko Thinker,10165797,56,80,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Ban Kuma,21861904,57,0,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,GNB
Duke Dale,4749344,58,44,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,AST
Schnee Astre,15762263,59,0,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Rio Ponz,1572176,60,5,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RPR
Bert Vision,26578532,61,0,Titan,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Sieg Kircheis,3183823,62,0,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRK
Pomme Cidre,18135565,63,26,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,GNB
Rage Avel,36087283,64,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SGE
Iroha Simotsuki,25415611,65,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,DRG
Goron Boulder,2193338,66,39,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WAR
Chii Kawa,28821419,67,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Fuyusaka Iori,16504585,68,0,Titan,Mana,202,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,15,SMN
Tyunk Tyunk,5962052,69,98,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,RPR
Kashima Taro,22758391,70,20,Pandaemonium,Mana,201,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,22,SCH
Girrrrl Nhhm,32545302,71,0,Masamune,Mana,201,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,21,WHM
Fure Kinmokuse,41344560,72,73,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,DRG
Towa Seiran,27771886,73,21,Hades,Mana,201,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,10,RPR
Cococa Coca,1571045,74,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Karla Ura,36180721,75,0,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Ena Harzen,19074630,76,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SMN
Wriggle Nightbug,4274881,77,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Yosano Suzume,17573377,78,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Wise Wolf,7075482,79,48,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,MNK
Jan Suma,4849504,80,0,Pandaemonium,Mana,199,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,44,WHM
Aiya Glacier,31584171,81,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WAR
Nozomi Nono,7494714,82,22,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,GNB
Mikenyan Be'e,4838973,83,65,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,WAR
Choco Plate,18356886,84,27,Chocobo,Mana,199,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,22,BLM
Tech Priest,39768102,85,28,Asura,Mana,199,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,21,SAM
X' X',31732875,86,47,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,RDM
Liberal Agate,8600894,87,30,Chocobo,Mana,198,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,28,BLM
Pockly Mazoy,7406077,88,0,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,WHM
Nanane Nane,17440313,89,68,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Axolotl Eft,42587744,90,0,Titan,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BLM
Ralu L'ondine,30281943,91,59,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,BLM
Lain Wired,1578110,92,0,Chocobo,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,MCH
Carol Lucius,3664686,93,100,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/Q/SFkR8_xz0dwwiHC4c3dA1b2M3E.png,Crystal,0,AST
Kuro Zzz,23849959,94,72,Hades,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Tirumu Pirumu,31090405,95,0,Anima,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,NIN
Van Herlock,17141669,96,0,Pandaemonium,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,AST
Ku Rabi,16343175,97,93,Ixion,Mana,0,https://img.finalfantasyxiv.com/lds/h/i/wZ2T_KCer_XZH9C5rAlej2xIsE.png,Crystal,0,NIN
Roast Starfish,24405961,98,0,Ixion,Mana,101,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,13,RPR
Minakata Hizuru,43607574,99,0,Asura,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,SAM
Kusi Kkyure,18384748,100,0,Masamune,Mana,0,https://img.finalfantasyxiv.com/lds/h/q/jt9XfqaesFaOUpd_7KrSGekyKY.png,Crystal,0,BRD
Infernal Ised,37590890,1,0,Ravana,Materia,100,499f8c5c268785a30f7c3e6e60b2bed8_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657185922,Crystal,22,NIN
Kibin Kazuma,31580490,2,0,Bismarck,Materia,100,3b73d3054a8010a8fcb7ab136d61e03b_36f0570990ac5402b2ef514d36b0435cfc0_96x96.jpg?1657184335,Crystal,13,SMN
Oikawa Toru,41683087,3,0,Sophia,Materia,100,d5a01df2a5efad3e7025186928c8a8cd_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657187009,Crystal,10,GNB
Nathair Bradford,21922200,4,0,Ravana,Materia,0,c7303b41c1c9a147e625aafb83e54b61_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657185661,Diamond,16,AST
Anastasia Sapphiras,17883241,5,0,Ravana,Materia,0,0c9dbfbb4e56110be40eb9154b7d71f4_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657185015,Diamond,18,PLD
Jackyyy L'empika,30946891,6,0,Sephirot,Materia,0,6013d9f2313aa2e79fce80b4ccd203b7_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657185587,Diamond,13,DNC
Jet Black,25009638,7,0,Sephirot,Materia,0,8d02fa928f49b3cdfbf979df5dd146e8_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657186936,Diamond,25,MCH
Fariya Snowfall,23296827,8,0,Sephirot,Materia,0,81d14f8608aef0e6f4fde3035ecc8900_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657183853,Diamond,9,DNC
Big Coomer,41699331,9,0,Sophia,Materia,0,b557e1dab0fd36096ea2328b86ee0ff4_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657184750,Diamond,16,DRK
Bun Basher,39781651,10,0,Ravana,Materia,0,883868199332c12050d61887025475bc_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186117,Diamond,9,BLM
Akai Kage,10527853,11,0,Sephirot,Materia,0,9951253d24383ba5f8413dfae72fbc19_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657185480,Diamond,8,NIN
Gardeveil Valentine,33822406,12,0,Ravana,Materia,0,c6e8425ff4b710b83d71c789e7e1f54c_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186482,Diamond,18,RDM
Mana Nagae,38428811,13,0,Bismarck,Materia,0,7f82474e96f1e7b30148280e647a3c60_36f0570990ac5402b2ef514d36b0435cfc0_96x96.jpg?1657184324,Diamond,13,WHM
Valdruf Fyrnwynd,16083948,14,0,Ravana,Materia,0,a286df3e9f7713b920181c586af4654f_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657185204,Diamond,8,MCH
Leleya Leya,3749924,15,0,Sophia,Materia,0,463543fda023a2d8bc1005644912fd89_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657184758,Diamond,12,WHM
Angel Kartofell,41694509,16,0,Sophia,Materia,0,cfe5cee08ecf60580b566c60d1ef69f2_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185021,Diamond,7,MCH
Boz Ulceros,32280980,17,0,Ravana,Materia,0,269b081d650bf5598fd5a3f9419b8b43_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186635,Diamond,13,SMN
Aiv Vindheart,31084767,18,0,Sophia,Materia,0,ca6f9b8e5336cddaf1f9afcc9a1e7fcd_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186188,Diamond,12,MCH
Skyous Cinderwing,23889970,18,0,Ravana,Materia,0,16a37382f28f76a125f4006721643a0c_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657186368,Diamond,12,SMN
Kei Kiriyama,20312631,20,0,Sephirot,Materia,0,84237eeb02016bee57f136922e280ed3_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657186103,Diamond,7,SGE
Naaab Naaaab,28088155,20,0,Sophia,Materia,0,54fef104374456c59b1f76cac7ec7843_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186406,Diamond,7,MNK
Wicked Oreo,41802699,20,0,Ravana,Materia,0,7ffcdca72ed6283f89042f53ee2e6941_2f53b2675d3eea360f0b48d74d30af15fc0_96x96.jpg?1657184053,Diamond,7,SGE
Aya Ayaya,16225845,23,0,Sephirot,Materia,0,9c3c959cce7ebeed552bf1a06e062eb9_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657185769,Diamond,3,RPR
Kupo Marshmallow,23240132,24,0,Zurvan,Materia,0,f5ed4c57fc2b35aea8676f31dc472d0c_1fa3a1b3845481a1b67b46854a3cc49afc0_96x96.jpg?1657183851,Diamond,9,CRP
Ryuzu Meyer,37209920,25,0,Sephirot,Materia,0,810e4f7d4d8272bdd3243dc8b064fffc_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657185923,Diamond,6,MNK
Sky Amedelyn,34428669,26,0,Sophia,Materia,0,64380cf82f6f57c81e671a6593de766b_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657186378,Diamond,5,GNB
Shiki Ryougi,30001957,27,0,Sophia,Materia,0,b06fdd560338ca779e896af5187d8c0f_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185471,Diamond,10,SMN
Cele Forac,22346054,28,0,Sephirot,Materia,0,f34f94fa2a78eea510c25c20241b07dd_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657183938,Diamond,17,BLM
Samara Glazghotwyn,40818042,29,0,Sephirot,Materia,0,d89bdc111b4127d9f80e3d6a0ed3a55b_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657184342,Diamond,15,GNB
Azie Zar'nia,3217903,30,0,Sephirot,Materia,0,26a268f2eafe6d1649e702420b1806e3_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657184673,Diamond,7,GNB
White Knight,41684257,31,0,Sephirot,Materia,0,f8cb51b3b48af3ff1244dbb1dcdeaf3d_30a5f9eadea6e0cb684a5265362d0d59fc0_96x96.jpg?1657184035,Diamond,5,RDM
Kanna Kamui,29243563,32,0,Sophia,Materia,0,27b6e0139eaffeadfaa2a84ea723e345_ba15a18cd3a8fb567e39053022515eb6fc0_96x96.jpg?1657185046,Diamond,3,SCH
Lyon Sufferhymn,14941348,33,0,Zurvan,Materia,0,4fc1cf066786618341174acfb996394f_1fa3a1b3845481a1b67b46854a3cc49afc0_96x96.jpg?1657187259,Diamond,2,DRK
